Product_ID,Date,Category,Size,Color,Brand,Material,Price,Units_Sold,Revenue,Stock_Levels,Reorder_Frequency,Customer_Reviews,Discount_Percentage,Supplier_Lead_Time,Shipping_Time,Return_Rate,Website_Traffic,Social_Media_Engagement,Competitor_Pricing
P2830,2022-03-01,T-Shirt,L,Black,Nike,Polyester,52.19,25,1304.75,77,13,3.5,20,4,6,2.19,3706,1205,70.23
P2831,2022-03-01,Jacket,XXL,Red,Nike,Wool,35.69,13,463.96999999999997,263,14,5.0,30,4,5,0.0,3925,1635,103.12
P2832,2022-03-01,Jacket,M,Blue,Levis,Cotton,66.93,22,1472.46,335,14,3.9,0,3,5,5.84,3725,1361,87.33
P2833,2022-03-01,Jeans,M,Green,Under Armour,Leather,42.88,20,857.6,394,16,3.6,5,6,1,3.59,6787,729,59.74
P2834,2022-03-01,Jeans,L,Black,Nike,Cotton,22.92,16,366.72,50,20,5.0,5,6,5,9.44,2740,1049,120.06
P2835,2022-03-01,Dresses,L,Blue,Uniqlo,Denim,70.13,27,1893.5099999999998,313,8,4.2,0,5,6,11.65,3207,1736,130.29
P2836,2022-03-02,T-Shirt,L,White,Levis,Cotton,79.33,13,1031.29,120,17,3.9,20,9,3,1.59,3900,562,89.42
P2837,2022-03-02,T-Shirt,XL,Yellow,H&M,Cotton,86.51,18,1557.18,268,16,4.4,5,12,4,2.57,5690,289,76.96
P2838,2022-03-02,Sweater,L,Black,Uniqlo,Denim,10.0,5,50.0,258,22,3.4,5,8,2,3.67,8793,542,91.69
P2839,2022-03-02,T-Shirt,XL,Red,H&M,Cotton,54.24,13,705.12,274,6,5.0,30,11,5,5.44,5160,608,63.36
P2840,2022-03-02,Jacket,L,Blue,Adidas,Denim,76.8,14,1075.2,173,14,4.4,5,6,4,7.59,3692,1989,125.82
P2841,2022-03-02,Jacket,L,Red,Levis,Polyester,43.64,9,392.76,244,12,3.9,5,9,3,12.08,5386,804,76.94
P2842,2022-03-02,Jeans,L,White,Levis,Cotton,32.59,12,391.08000000000004,154,22,3.3,0,3,5,2.87,1797,605,87.03
P2843,2022-03-02,Shoes,XXL,Black,Levis,Cotton,94.86,1,94.86,121,16,4.4,5,10,6,7.16,4799,734,109.09
P2844,2022-03-02,T-Shirt,M,Green,Louis Vuitton,Cotton,67.41,14,943.74,185,14,4.4,5,4,5,9.98,2996,1074,73.83
P2845,2022-03-02,Jeans,L,White,H&M,Leather,65.28,8,522.24,172,17,3.6,20,9,5,8.67,4787,1628,59.89
P2846,2022-03-02,Dresses,XL,Blue,Adidas,Polyester,68.3,7,478.09999999999997,281,17,4.3,5,10,8,5.37,3370,1696,73.07
P2847,2022-03-03,Shoes,M,White,H&M,Denim,52.25,11,574.75,329,17,4.0,20,6,3,2.01,1559,1672,121.95
P2848,2022-03-03,T-Shirt,L,Blue,Adidas,Cotton,66.47,21,1395.87,293,17,3.9,10,13,5,7.42,4498,1583,54.46
P2849,2022-03-03,Jeans,L,Green,Adidas,Leather,59.07,17,1004.19,187,12,2.7,0,4,8,8.34,4944,307,93.76
P2850,2022-03-03,Sweater,XL,Black,Zara,Cotton,65.18,17,1108.0600000000002,187,14,3.2,5,3,4,4.39,7587,1493,70.68
P2851,2022-03-04,Jeans,XXL,Yellow,Adidas,Leather,49.93,16,798.88,168,15,4.6,20,8,4,8.15,8078,1572,68.46
P2852,2022-03-04,Dresses,XL,Black,Puma,Leather,60.12,9,541.0799999999999,246,17,4.2,10,7,5,4.92,4094,827,86.59
P2853,2022-03-04,Jacket,L,Red,Puma,Denim,56.97,9,512.73,310,15,4.1,0,13,4,3.78,6240,461,83.73
P2854,2022-03-04,Jacket,M,Red,Nike,Cotton,10.0,7,70.0,95,16,3.6,0,4,2,10.64,4610,997,90.08
P2855,2022-03-04,Jeans,XXL,Black,Uniqlo,Cotton,82.46,20,1649.1999999999998,353,17,4.8,0,3,7,0.0,2899,282,91.13
P2856,2022-03-04,Jeans,M,Blue,Uniqlo,Polyester,62.68,18,1128.24,308,12,4.5,0,11,4,0.24,5123,1110,15.0
P2857,2022-03-04,Sweater,M,Black,Zara,Leather,28.79,12,345.48,210,11,3.8,0,4,2,12.41,5317,706,122.29
P2858,2022-03-04,T-Shirt,XL,Blue,Levis,Cotton,45.99,15,689.85,350,5,4.1,0,7,3,0.0,3878,483,73.37
P2859,2022-03-04,T-Shirt,L,Blue,Zara,Cotton,39.89,11,438.79,125,13,3.8,0,3,8,2.06,7517,895,103.4
P2860,2022-03-04,Shoes,S,Blue,Levis,Wool,17.74,9,159.66,491,9,3.8,5,4,5,7.48,5163,1389,101.29
P2861,2022-03-05,Shoes,L,Black,Gucci,Cotton,88.68,13,1152.8400000000001,328,7,4.2,5,10,8,2.93,4611,1923,125.83
P2862,2022-03-05,Jacket,S,Blue,Puma,Leather,42.95,13,558.35,172,12,3.1,10,10,3,7.0,6000,1025,107.31
P2863,2022-03-05,Jacket,L,Blue,Uniqlo,Wool,27.47,9,247.23,111,21,4.2,10,3,6,2.82,1761,1122,124.24
P2864,2022-03-05,Jeans,XXL,Black,Adidas,Polyester,65.28,15,979.2,190,12,3.3,5,7,3,6.24,2479,776,80.53
P2865,2022-03-05,Dresses,L,Black,Nike,Polyester,40.22,10,402.2,349,20,4.2,5,8,6,7.04,4287,1397,69.34
P2866,2022-03-05,Dresses,L,Green,Nike,Cotton,10.0,16,160.0,298,15,4.1,30,3,5,3.54,5887,1356,108.31
P2867,2022-03-06,T-Shirt,M,Green,Adidas,Cotton,40.35,23,928.0500000000001,113,16,5.0,0,6,3,1.05,4949,643,53.13
P2868,2022-03-06,Dresses,XL,Green,Under Armour,Leather,83.79,12,1005.48,349,16,4.1,10,5,5,2.06,6738,1232,66.68
P2869,2022-03-06,T-Shirt,M,Red,Levis,Denim,42.56,21,893.76,79,7,4.6,20,6,5,7.34,5186,72,76.21
P2870,2022-03-06,Jacket,L,White,Nike,Wool,53.54,13,696.02,325,11,3.0,0,5,3,2.38,6693,1703,55.26
P2871,2022-03-07,T-Shirt,XL,Green,Puma,Polyester,28.48,18,512.64,131,6,4.3,0,5,6,7.18,6380,1567,105.82
P2872,2022-03-07,Sweater,M,Blue,Under Armour,Denim,58.89,14,824.46,144,13,4.0,5,6,5,6.28,8081,909,49.17
P2873,2022-03-07,Sweater,L,Yellow,Adidas,Polyester,62.85,7,439.95,395,21,4.0,5,6,7,5.08,5631,387,94.75
P2874,2022-03-07,Dresses,L,Green,Gucci,Denim,61.17,4,244.68,253,20,4.0,0,6,4,5.31,3766,954,77.19
P2875,2022-03-07,T-Shirt,L,Red,Nike,Cotton,44.22,24,1061.28,197,18,3.9,30,13,6,3.87,3007,1001,91.23
P2876,2022-03-07,Sweater,M,White,Gucci,Wool,42.6,12,511.20000000000005,166,17,3.7,20,11,10,2.68,3285,1657,67.52
P2877,2022-03-07,T-Shirt,L,White,Puma,Cotton,34.43,11,378.73,318,8,3.7,0,4,5,1.91,500,1454,86.04
P2878,2022-03-07,Shoes,L,Yellow,Zara,Cotton,64.58,14,904.12,249,30,4.6,0,4,5,5.5,3249,1299,119.81
P2879,2022-03-07,Jeans,M,Black,Under Armour,Wool,10.0,23,230.0,308,19,5.0,30,10,2,10.21,5897,1630,25.05
P2880,2022-03-07,Jeans,S,White,Louis Vuitton,Denim,50.25,8,402.0,302,11,3.3,5,3,6,2.09,500,2077,57.32
P2881,2022-03-07,Jeans,M,Blue,Nike,Cotton,70.93,16,1134.88,398,19,4.3,20,11,3,6.73,5977,1496,15.0
P2882,2022-03-07,T-Shirt,M,Red,H&M,Polyester,46.41,15,696.15,260,13,4.3,20,6,5,3.69,5559,1461,88.2
P2883,2022-03-07,Jeans,L,Yellow,Gucci,Wool,52.63,14,736.82,474,13,3.8,5,3,6,1.9,4112,916,59.26
P2884,2022-03-07,T-Shirt,L,White,Puma,Cotton,76.85,8,614.8,232,13,4.3,5,8,5,0.7,4918,464,64.6
P2885,2022-03-07,T-Shirt,L,White,H&M,Polyester,57.94,20,1158.8,186,13,3.6,0,8,10,4.45,2967,1425,76.9
P2886,2022-03-07,Jacket,S,Green,Puma,Wool,41.9,15,628.5,233,21,3.9,0,9,4,2.04,3105,1371,66.24
P2887,2022-03-08,T-Shirt,S,Red,Adidas,Denim,60.05,18,1080.8999999999999,354,19,3.2,0,6,9,2.75,5993,50,45.14
P2888,2022-03-08,Jeans,XL,Black,Nike,Cotton,61.39,21,1289.19,347,10,3.8,0,5,1,2.21,9792,1702,62.94
P2889,2022-03-08,T-Shirt,M,Green,Louis Vuitton,Cotton,74.25,14,1039.5,343,22,4.1,0,9,5,1.33,5632,719,80.75
P2890,2022-03-08,Dresses,S,Green,H&M,Polyester,56.63,19,1075.97,365,16,4.1,10,8,5,7.97,2288,943,86.66
P2891,2022-03-09,Jeans,S,Blue,Adidas,Cotton,83.98,23,1931.5400000000002,116,15,4.1,0,3,9,8.7,5624,1780,102.74
P2892,2022-03-09,Shoes,L,Green,Gucci,Leather,87.68,17,1490.5600000000002,396,15,3.2,0,6,6,0.65,3576,810,61.54
P2893,2022-03-09,Jeans,L,Red,H&M,Cotton,76.65,20,1533.0,284,22,3.6,30,10,7,7.14,5072,491,127.26
P2894,2022-03-09,Dresses,M,Black,Gucci,Polyester,60.93,20,1218.6,251,8,4.0,0,6,1,6.02,5893,1189,93.32
P2895,2022-03-09,T-Shirt,L,Green,Adidas,Cotton,58.4,13,759.1999999999999,225,15,3.5,30,3,3,7.59,3783,646,103.07
P2896,2022-03-09,Jeans,XXL,Red,Levis,Cotton,45.04,13,585.52,246,14,3.6,5,3,6,0.0,3707,1900,24.67
P2897,2022-03-10,T-Shirt,XXL,Blue,Levis,Denim,25.04,14,350.56,204,23,4.1,0,3,1,4.75,2732,519,68.61
P2898,2022-03-10,Shoes,L,Black,Uniqlo,Polyester,62.34,12,748.08,55,13,4.3,50,7,5,1.24,6525,901,78.74
P2899,2022-03-10,T-Shirt,M,Blue,Gucci,Cotton,61.11,14,855.54,233,17,3.5,30,8,7,2.54,6380,1076,112.16
P2900,2022-03-10,Dresses,L,Blue,Zara,Wool,44.68,13,580.84,99,18,4.0,10,9,4,10.5,5478,481,80.25
P2901,2022-03-10,Shoes,L,White,H&M,Wool,65.69,22,1445.1799999999998,171,14,5.0,5,5,7,5.87,6405,831,130.88
P2902,2022-03-10,Shoes,L,Yellow,Nike,Polyester,53.25,20,1065.0,417,5,3.7,0,9,8,4.68,3607,864,73.77
P2903,2022-03-10,Dresses,XXL,Black,Zara,Cotton,45.09,18,811.6200000000001,237,11,4.4,0,6,4,3.56,3185,934,113.68
P2904,2022-03-10,Jeans,XL,Red,Under Armour,Polyester,45.24,18,814.32,206,16,3.4,30,9,6,7.8,8622,1014,54.09
P2905,2022-03-10,Shoes,XL,Black,Uniqlo,Wool,55.4,14,775.6,424,13,4.7,5,7,7,1.5,6359,1689,51.86
P2906,2022-03-10,Jeans,L,Red,Uniqlo,Cotton,58.08,14,813.12,248,18,3.5,5,4,7,6.29,6223,1390,74.16
P2907,2022-03-10,Jeans,L,Green,Adidas,Cotton,59.84,15,897.6,160,11,3.5,10,9,8,7.43,3742,865,57.54
P2908,2022-03-10,Jacket,S,White,Nike,Polyester,54.9,17,933.3,225,9,4.3,30,8,5,4.32,4014,148,69.97
P2909,2022-03-11,Sweater,L,Blue,Nike,Cotton,66.35,8,530.8,421,10,3.2,10,3,5,7.05,1533,1231,104.34
P2910,2022-03-11,Shoes,L,Red,Levis,Cotton,77.24,20,1544.8,50,16,4.4,5,8,6,4.03,5875,1457,78.3
P2911,2022-03-11,T-Shirt,XL,Black,Gucci,Polyester,44.55,17,757.3499999999999,111,18,4.5,0,11,7,7.74,6235,714,58.2
P2912,2022-03-11,Jacket,M,Blue,H&M,Wool,47.88,17,813.96,296,9,3.8,30,8,2,0.53,6823,603,160.69
P2913,2022-03-11,Jacket,S,White,Under Armour,Polyester,51.57,21,1082.97,273,18,3.9,5,8,4,4.64,3915,318,77.88
P2914,2022-03-11,T-Shirt,S,Black,Zara,Leather,48.81,19,927.3900000000001,203,15,2.7,10,9,3,6.1,2342,633,111.34
P2915,2022-03-11,Jacket,M,Green,Gucci,Leather,21.57,13,280.41,361,13,4.2,10,5,1,0.0,6060,511,45.6
P2916,2022-03-11,Jeans,L,Blue,Adidas,Cotton,72.27,20,1445.3999999999999,277,12,4.4,0,6,9,5.38,10000,1752,83.11
P2917,2022-03-11,Jeans,XL,Green,Nike,Polyester,36.55,14,511.69999999999993,289,17,3.7,0,10,7,6.03,3785,1453,92.01
P2918,2022-03-11,Jeans,XL,Yellow,Nike,Cotton,19.31,4,77.24,264,12,3.6,30,9,10,6.24,4052,1141,32.05
P2919,2022-03-12,Dresses,S,Blue,H&M,Cotton,47.29,13,614.77,112,11,4.1,0,3,6,5.64,7574,1517,42.0
P2920,2022-03-12,Jacket,L,Blue,Adidas,Cotton,49.27,15,739.0500000000001,261,19,4.0,50,10,5,3.79,4355,1682,85.88
P2921,2022-03-12,Sweater,S,Blue,Nike,Cotton,57.64,16,922.24,423,16,4.2,5,5,5,6.28,4350,1179,59.67
P2922,2022-03-12,Sweater,XL,Yellow,Zara,Wool,24.69,22,543.1800000000001,322,10,3.6,5,12,4,0.0,3965,103,43.73
P2923,2022-03-13,Jeans,XL,White,Adidas,Wool,39.56,10,395.6,142,18,3.6,5,8,4,7.62,4485,482,63.72
P2924,2022-03-13,Jeans,M,Green,Under Armour,Wool,63.67,14,891.38,161,15,4.5,0,5,3,11.32,7854,313,112.05
P2925,2022-03-13,T-Shirt,L,Red,Levis,Cotton,58.47,17,993.99,115,15,4.5,10,8,5,2.97,6525,634,92.44
P2926,2022-03-13,T-Shirt,L,Blue,H&M,Cotton,55.0,16,880.0,54,14,3.6,30,3,7,7.69,745,1758,42.85
P2927,2022-03-14,Jeans,L,Red,Levis,Denim,18.13,15,271.95,298,21,3.7,0,5,6,4.68,4312,303,64.25
P2928,2022-03-14,Shoes,XL,Green,Adidas,Denim,34.64,17,588.88,239,18,4.8,5,8,6,2.51,1228,1463,72.53
P2929,2022-03-14,Jeans,XXL,Red,Under Armour,Polyester,73.97,11,813.67,122,7,3.4,5,12,4,3.74,4778,969,52.86
P2930,2022-03-14,Jeans,XL,Green,Gucci,Leather,47.39,10,473.9,281,15,3.2,5,9,8,2.16,2176,415,84.86
P2931,2022-03-14,Dresses,M,Black,Under Armour,Polyester,42.02,8,336.16,320,9,3.8,30,6,5,10.22,5849,86,26.33
P2932,2022-03-15,Dresses,XL,White,Nike,Cotton,28.57,17,485.69,149,16,3.4,0,8,4,5.95,7589,990,39.36
P2933,2022-03-15,Jeans,L,Black,Under Armour,Wool,55.62,4,222.48,206,5,3.8,0,7,5,1.5,1467,1173,42.94
P2934,2022-03-15,Shoes,L,Blue,Under Armour,Cotton,89.06,19,1692.14,299,21,4.3,20,10,5,4.36,3536,2078,75.69
P2935,2022-03-15,Dresses,L,Black,Levis,Wool,47.05,18,846.9,185,19,4.0,0,8,2,10.94,6534,1361,105.85
P2936,2022-03-15,Jacket,L,Green,Zara,Polyester,53.95,14,755.3000000000001,204,13,4.2,0,4,4,0.09,8526,1327,23.72
P2937,2022-03-15,T-Shirt,M,Yellow,Uniqlo,Wool,55.02,17,935.34,312,21,4.8,10,5,6,2.46,4838,252,56.78
P2938,2022-03-15,T-Shirt,M,White,Uniqlo,Wool,40.29,13,523.77,165,11,4.9,5,3,4,5.74,5247,582,43.52
P2939,2022-03-16,Jeans,XXL,Green,Puma,Leather,53.12,23,1221.76,351,7,4.0,10,8,3,6.24,6036,1039,36.1
P2940,2022-03-16,Jeans,L,Black,Puma,Cotton,10.0,10,100.0,269,8,4.2,0,7,4,4.17,3039,1772,29.0
P2941,2022-03-16,T-Shirt,XL,White,H&M,Wool,34.23,9,308.07,225,18,4.1,30,6,4,7.97,1826,1256,69.24
P2942,2022-03-16,T-Shirt,XXL,Yellow,Adidas,Cotton,59.68,1,59.68,50,17,3.6,5,5,7,6.81,7268,1245,59.0
P2943,2022-03-16,T-Shirt,XL,Black,Louis Vuitton,Leather,57.21,17,972.57,316,13,3.9,50,15,5,4.0,1623,1062,87.81
P2944,2022-03-17,T-Shirt,M,Green,Adidas,Polyester,29.97,13,389.61,419,6,3.5,20,12,7,4.54,5721,683,48.21
P2945,2022-03-17,Dresses,XL,Green,Gucci,Cotton,48.44,13,629.72,398,21,3.3,0,7,5,4.27,7515,1197,38.37
P2946,2022-03-17,T-Shirt,L,Red,Nike,Cotton,61.64,11,678.04,392,15,4.0,30,3,1,0.0,5523,602,89.32
P2947,2022-03-17,T-Shirt,XXL,Blue,Puma,Cotton,59.22,16,947.52,176,25,3.6,0,4,4,0.95,7070,1617,82.4
P2948,2022-03-17,T-Shirt,XXL,Black,Puma,Cotton,53.38,11,587.1800000000001,116,19,5.0,20,6,2,1.98,6297,1304,79.92
P2949,2022-03-17,Jeans,L,Blue,H&M,Cotton,47.33,15,709.9499999999999,331,13,4.5,10,6,2,0.0,5973,747,33.63
P2950,2022-03-17,Jeans,L,Yellow,Puma,Cotton,38.85,13,505.05,203,14,3.9,0,8,3,6.47,6028,1073,98.45
P2951,2022-03-18,T-Shirt,S,Blue,Puma,Cotton,58.19,13,756.47,65,13,4.0,0,4,4,5.27,5012,824,26.45
P2952,2022-03-18,Dresses,S,Red,Adidas,Cotton,58.61,15,879.15,84,17,3.7,30,6,2,2.96,6882,1151,65.63
P2953,2022-03-18,Jacket,M,Black,Levis,Cotton,63.38,11,697.1800000000001,280,15,4.4,0,4,1,3.64,3989,531,80.82
P2954,2022-03-18,T-Shirt,XL,Red,Zara,Cotton,64.52,19,1225.8799999999999,333,25,3.8,0,6,5,0.0,7590,741,89.02
P2955,2022-03-18,Jeans,XL,Yellow,Nike,Polyester,20.78,15,311.70000000000005,184,17,4.3,20,10,3,0.92,2665,727,86.76
P2956,2022-03-18,Shoes,L,Red,Uniqlo,Polyester,55.43,21,1164.03,314,10,3.7,0,3,6,5.0,9169,748,97.36
P2957,2022-03-18,Shoes,M,Blue,Zara,Leather,29.42,17,500.14000000000004,266,12,3.8,0,4,6,8.39,3503,1297,73.24
P2958,2022-03-19,Jeans,M,White,Adidas,Wool,55.44,14,776.16,107,5,4.1,5,3,5,6.25,6290,670,86.66
P2959,2022-03-19,Jeans,S,Black,Puma,Leather,67.91,13,882.8299999999999,166,23,4.2,5,12,5,12.62,5905,1032,115.8
P2960,2022-03-19,T-Shirt,M,Green,Nike,Polyester,38.08,10,380.79999999999995,72,13,4.5,5,10,2,7.57,5022,618,69.62
P2961,2022-03-19,T-Shirt,XXL,Green,Adidas,Polyester,88.16,18,1586.8799999999999,304,12,3.5,5,9,6,4.14,7077,1486,96.56
P2962,2022-03-19,Sweater,M,White,Adidas,Denim,21.81,22,479.82,314,15,3.8,0,3,3,5.44,4066,1135,15.0
P2963,2022-03-19,Dresses,M,White,Adidas,Polyester,54.79,3,164.37,176,20,4.1,5,9,5,4.71,5637,563,50.93
P2964,2022-03-19,T-Shirt,XL,Blue,Louis Vuitton,Cotton,39.17,26,1018.4200000000001,299,15,4.8,0,12,4,9.47,5538,529,74.52
P2965,2022-03-19,Jacket,L,Green,H&M,Cotton,89.28,13,1160.64,379,5,3.5,0,3,1,6.85,7372,1032,74.02
P2966,2022-03-20,Shoes,XXL,White,Adidas,Leather,10.0,24,240.0,148,14,3.8,0,3,1,8.61,4780,1506,50.87
P2967,2022-03-20,Jacket,XXL,Green,Nike,Cotton,67.12,1,67.12,500,17,4.5,0,9,5,3.67,6457,50,73.26
P2968,2022-03-20,Shoes,M,White,Nike,Polyester,60.28,14,843.9200000000001,160,11,4.2,50,6,1,6.92,2060,1318,65.27
P2969,2022-03-20,T-Shirt,XXL,White,Nike,Cotton,30.95,13,402.34999999999997,71,19,3.9,20,10,7,11.67,3378,657,61.8
P2970,2022-03-21,Shoes,L,Green,Puma,Polyester,48.14,15,722.1,229,11,4.1,0,10,2,2.58,8178,1541,69.93
P2971,2022-03-21,T-Shirt,S,Yellow,Adidas,Leather,10.0,11,110.0,188,7,3.8,10,7,2,8.98,3101,1611,61.71
P2972,2022-03-21,Shoes,L,Yellow,Levis,Polyester,43.7,4,174.8,274,17,4.2,0,11,2,8.04,2933,588,99.44
P2973,2022-03-21,Shoes,XL,Black,Uniqlo,Polyester,40.21,9,361.89,325,15,3.7,0,9,5,12.84,5767,1912,57.58
P2974,2022-03-21,Jacket,XL,Red,Zara,Wool,39.26,15,588.9,224,8,4.0,20,5,6,2.21,600,334,97.68
P2975,2022-03-21,Jacket,XXL,Red,Uniqlo,Cotton,50.72,14,710.0799999999999,277,14,4.6,10,6,6,9.13,4408,691,54.26
P2976,2022-03-21,Jeans,S,Blue,H&M,Wool,67.48,17,1147.16,259,21,3.9,0,3,5,0.66,4909,641,21.08
P2977,2022-03-22,Dresses,L,Black,Puma,Cotton,28.35,10,283.5,203,5,4.2,50,8,3,5.96,6968,1210,109.24
P2978,2022-03-22,T-Shirt,XXL,Blue,Levis,Polyester,21.47,17,364.99,164,15,4.3,50,5,8,5.81,5734,1704,50.58
P2979,2022-03-22,Dresses,S,Red,Zara,Cotton,51.77,13,673.01,254,18,3.9,10,4,9,8.21,4241,766,85.41
P2980,2022-03-22,Jeans,L,White,H&M,Leather,61.89,14,866.46,500,12,4.0,10,8,2,6.7,3379,764,90.07
P2981,2022-03-22,Jeans,L,Black,Louis Vuitton,Wool,47.17,20,943.4000000000001,231,8,3.7,0,7,6,7.13,2148,620,121.77
P2982,2022-03-22,Dresses,L,Blue,Zara,Wool,51.39,11,565.29,231,12,4.1,0,6,2,6.34,5647,1995,16.81
P2983,2022-03-22,Sweater,XXL,Black,Adidas,Polyester,78.26,20,1565.2,136,17,3.3,0,5,4,7.14,3317,961,61.47
P2984,2022-03-22,T-Shirt,XL,Red,Adidas,Wool,37.04,5,185.2,263,18,3.8,5,8,2,5.99,6005,903,52.86
P2985,2022-03-22,T-Shirt,L,White,H&M,Wool,85.32,4,341.28,161,9,3.6,5,6,3,1.58,5788,1677,98.48
P2986,2022-03-23,Shoes,L,Green,Adidas,Polyester,14.02,24,336.48,291,16,4.3,0,7,5,8.16,3564,936,128.67
P2987,2022-03-23,T-Shirt,L,Red,Louis Vuitton,Wool,31.96,13,415.48,232,5,3.8,0,7,4,7.14,2823,1362,73.45
P2988,2022-03-23,T-Shirt,L,Green,Zara,Cotton,61.55,9,553.9499999999999,271,13,4.3,0,4,4,5.02,8418,868,100.83
P2989,2022-03-23,T-Shirt,XL,Yellow,Nike,Polyester,70.64,14,988.96,209,12,4.3,0,7,4,5.61,5924,2364,42.07
P2990,2022-03-23,Shoes,L,White,Gucci,Cotton,54.75,16,876.0,219,5,4.0,20,11,5,4.01,6758,1298,27.83
P2991,2022-03-23,Jeans,XL,Green,H&M,Wool,59.42,13,772.46,179,5,3.6,5,6,2,8.65,6841,934,55.05
P2992,2022-03-23,Jeans,S,Red,Nike,Wool,69.23,12,830.76,260,17,3.5,0,3,7,1.51,6048,1176,55.73
P2993,2022-03-23,Jeans,M,Yellow,Gucci,Polyester,61.57,7,430.99,189,16,4.0,10,8,2,8.01,6885,574,114.54
P2994,2022-03-23,T-Shirt,S,Green,Levis,Cotton,12.55,14,175.70000000000002,500,20,5.0,20,3,4,0.0,8644,601,122.51
P2995,2022-03-23,T-Shirt,M,Yellow,Puma,Polyester,28.44,14,398.16,348,12,4.8,30,9,3,3.97,7300,1626,53.39
P2996,2022-03-23,Jacket,M,Red,Puma,Wool,37.75,2,75.5,257,20,3.4,5,3,5,5.08,6020,839,72.08
P2997,2022-03-24,T-Shirt,S,Blue,Nike,Cotton,62.14,5,310.7,291,12,5.0,0,8,1,9.68,4692,2163,54.03
P2998,2022-03-24,Jeans,S,Black,Under Armour,Cotton,31.92,16,510.72,111,17,4.2,0,6,5,0.0,4227,1615,97.26
P2999,2022-03-24,Jacket,L,Green,Adidas,Leather,29.79,15,446.84999999999997,351,5,3.6,5,5,5,6.04,6381,2057,51.37
P3000,2022-03-24,T-Shirt,L,Yellow,Under Armour,Denim,57.33,11,630.63,406,13,4.2,30,7,5,3.51,1674,459,93.79
P3001,2022-03-24,Sweater,XL,Blue,Nike,Polyester,27.92,11,307.12,355,11,4.1,5,7,2,9.86,6217,1426,74.09
P3002,2022-03-24,T-Shirt,XL,Blue,Gucci,Cotton,57.48,18,1034.6399999999999,172,19,4.3,10,3,1,2.98,2983,798,42.32
P3003,2022-03-24,Jeans,L,White,Puma,Wool,58.8,20,1176.0,316,5,3.7,0,3,4,0.15,5070,1357,149.46
P3004,2022-03-24,T-Shirt,L,Yellow,Adidas,Cotton,41.31,7,289.17,330,15,3.8,30,3,4,7.82,2016,1444,46.49
P3005,2022-03-24,Shoes,M,Black,Puma,Polyester,45.53,15,682.95,225,13,3.8,0,8,2,4.79,4076,1417,78.58
P3006,2022-03-24,Jeans,XL,Green,H&M,Wool,35.68,23,820.64,436,7,4.0,0,8,6,2.91,2968,50,29.46
P3007,2022-03-25,T-Shirt,XXL,Red,Nike,Polyester,27.03,15,405.45000000000005,285,13,4.2,0,3,6,9.12,4835,1327,87.7
P3008,2022-03-25,Jeans,XL,Red,Zara,Polyester,10.0,5,50.0,156,11,2.9,10,6,4,0.37,6122,1065,99.13
P3009,2022-03-25,Jeans,XL,White,Puma,Cotton,27.1,9,243.9,217,13,3.9,10,8,4,3.68,8381,1183,63.01
P3010,2022-03-25,Jacket,M,Yellow,Gucci,Leather,52.2,10,522.0,307,10,3.7,5,4,6,7.89,5004,1450,49.63
P3011,2022-03-25,Dresses,L,Black,Adidas,Cotton,62.48,15,937.1999999999999,191,29,4.2,5,6,2,3.25,4296,992,79.14
P3012,2022-03-25,Dresses,L,Black,Puma,Polyester,25.02,20,500.4,116,8,3.5,30,7,8,4.25,5394,904,102.82
P3013,2022-03-26,T-Shirt,L,Red,Levis,Wool,49.05,14,686.6999999999999,125,13,3.8,0,3,10,4.91,4948,1652,72.93
P3014,2022-03-26,Jeans,L,Black,Puma,Leather,63.91,19,1214.29,139,14,5.0,20,5,5,0.0,4591,554,107.76
P3015,2022-03-26,Sweater,XL,Black,Puma,Cotton,11.23,19,213.37,154,22,4.7,5,10,7,9.71,5800,1810,94.23
P3016,2022-03-26,Jacket,L,Red,H&M,Polyester,30.48,16,487.68,211,11,4.5,0,8,6,6.13,5857,1492,96.45
P3017,2022-03-26,Jacket,L,Black,Levis,Denim,39.13,13,508.69000000000005,238,24,4.2,0,6,4,10.1,5648,1535,61.76
P3018,2022-03-26,Jacket,M,Red,H&M,Denim,48.1,14,673.4,209,16,3.7,0,6,3,3.04,5071,1206,25.33
P3019,2022-03-26,Jacket,L,White,Nike,Polyester,55.76,17,947.92,325,15,4.3,0,3,4,9.19,5682,1375,67.91
P3020,2022-03-26,Jeans,M,Red,Levis,Cotton,38.85,28,1087.8,375,14,4.2,10,3,6,8.08,3784,551,89.9
P3021,2022-03-26,T-Shirt,L,White,Adidas,Wool,51.2,13,665.6,129,6,3.5,0,3,1,9.04,6867,229,47.16
P3022,2022-03-26,Jacket,L,White,H&M,Polyester,67.63,16,1082.08,235,13,4.5,5,4,8,3.27,7313,1106,39.84
P3023,2022-03-27,Shoes,S,Black,Zara,Cotton,85.85,11,944.3499999999999,242,20,4.2,0,9,6,4.03,4415,480,68.74
P3024,2022-03-27,Jeans,M,White,Nike,Polyester,83.31,18,1499.58,276,17,4.5,10,9,3,3.97,5753,1512,54.19
P3025,2022-03-27,Jeans,L,Green,Zara,Polyester,42.94,15,644.0999999999999,328,15,3.8,20,3,5,5.61,6020,434,24.05
P3026,2022-03-27,Jacket,S,Red,Uniqlo,Wool,81.29,16,1300.64,219,14,4.0,5,3,7,0.0,9456,1227,55.79
